Category,Content
Economy,nvidia close first trilliondollar chip firm ai useus company dominates market chip used power chatgpt many similar service key reason behind stock surgenvidia corp stock soared 26 percent taking closer market value 1 trillion chip designer stellar revenue forecast showed wall street yet price gamechanging potential artificial intelligencethursdays surge added twofold rise stock year set increase nvidias value 196bn nearly 951bn putting course largest singleday value gain u firmthat market capitalization make nvidia twice size secondlargest chip firm taiwan tsmc united state trail trilliondollar value company apple inc alphabet inc microsoft corp amazoncom incthe rosy earnings also sparked rally chip sector aifocused firm lifting stock market japan europe u big tech company amazon rose 07 percent 35 percent advanced micro device inc jumped 10 percentanalysts rushed raise price target nvidia stock 27 lifting view idea road ai lead company dominates market chip used power chatgpt many similar servicesthe mean price target doubled year highest view 64480 price target elazar advisor nvidia would value 159 trillion around alphabetin 15 year job never seen guide like one nvidia put secondquarter outlook account cosmological annihilated expectation stacy rasgon bernstein research saidnvidia fifthmost valuable u company wednesday projected quarterly revenue 50 percent average wall street estimate said would supply ai chip second half meet surge demandceo jensen huang said 1 trillion current equipment data centre would replaced ai chip generative ai applied every product servicethe result bode well big tech company shifted focus ai hope technology would help attract demand time profit engine digital advertising cloud computing pressure weak economysome analyst said nvidias result show generative ai boom could next big driver growthwere really seeing tip iceberg really could another inflection point technological history internal combustion engine internet said derren nathan head equity analysis hargreaves lansdown
Climate Crisis,u allocates 930m forest thinning firestricken westclimate change contributed explosive wildfire season overgrown forest combine hot dry temperaturesthe united state government announced spend 930m fund forestthinning operation western state struggling cope explosive wildfire seasonsthe fund help finance project clear tree excessive underbrush fireprone area 10 western state blaze consumed nearly 300000 square kilometre 115000 sq mile burned 80000 structure last decadeits matter whether forest burn u secretary agriculture tom vilsack told reporter crisis upon usthe allocation fund represents growing emphasis need project mitigate intensity danger posed wildfireswhile wildfire natural even healthy part ecosystem number factor come together create wildfire season exploded size intensity last several decadesthose factor include rising temperature drought dried tree foliage partly due climate change insect outbreak also killed million tree leaving forest floor packed dry kindling help fuel massive conflagrationsexperts point another factor older approach forest management emphasise suppressing fire soon break decade fire suppression effort left many forest overgrown densely packed easily combustible plant matterin effort address issue firefighter group scientist called greater emphasis kind mitigation project 930m help financehowever fund represent small portion 50bn u forest service say necessary meet goal lowering wildfire risk across 200000 sq km 80000 sq mile public private land next 10 yearsother issue also persist plagued low pay growing strain larger intense wildfire season government agency tasked tackling fire struggled recruit retain workersexperts warn workforce agency like forest service need expand keep demand fire continue shatter recordsin california five largest fire state history taken place since 2018 despite unusually subdued season 2022 largest august complex fire august 2020 scorched previously unheardof 404700 hectare finally containedvilsack warned draconian budget cut floated republican legislator would hobble government ability meet challenge republican majority took control u house representative januarytheres one big vilsack said need good partner congressstill critic say thursday announcement fall short country overall need wildfire mitigation natural disaster prevention programmesgiven scale much need done skimming surface said kimiko barrett researcher nonprofit group headwater economics risk increasing scale magnitude havent seen historically youre seeing entire neighbourhood devastated
Climate Crisis,biden tour stormravaged community california coastus president visiting hardhit area california flooding intense wave mudslide forced evacuationsus president joe biden california assess damage series devastating storm slammed western united state damaging home forcing resident flee mudslide rising floodwatersbiden touched moffett federal airfield thursday aerial tour santa clara santa cruz county among area hardest hit expected state first billiondollar natural disaster yearhe also joined california governor gavin newsom fellow democrat visit seaside town capitola saw historic wooden wharf ripped two flooding three straight week severe weatherif anybody doubt climate changing must asleep last couple year biden said aptos south capitolabiden issued emergency declaration california last weekend due storm met first responder business owner elected official visit statenine consecutive atmospheric river intense narrow band concentrated moisture capable producing torrential rain powerful gust battered california since late december tenth smaller storm system moving ashore wednesdaynewsom described stacking stress state speech thursday tallied 1400 heroic rescue across californiawhen talked people ground told storm coming hurricanestrength wind deanne criswell administrator federal emergency management agency fema told reporter travelled president thursday weather system also making incredible stormsurgelike condition surf felt like hit hurricane hurricanethe storm system dropped estimated 121 trillion litre 32 trillion gallon precipitation california resulting record rain san francisco los angeles heavy snow sierra nevada mountain rangeas wednesday california department water resource estimated snowpack across state surged 248 percent normal level part sierra recording 292 percent increasethe storm resulted widespread devastation least 21 people reported dead fiveyearold child kyle doan remains missing swept away floodwaterscriswell fema administrator said resident asked evacuate four time flee deadly flood mudslidesive instructed administration bring every element every element federal government together help immediate need longterm rebuilding biden said speech thursdayin term infrastructure there got significant change made added calling stronger levee resilient power gridthe white house estimated 500 personnel fema federal agency ground california address damageon wednesday night biden administration authorised additional disaster assistance pledging federal government would cover 100 percent total eligible cost debris removal emergency protective measure 60 daysthe administration late saturday authorised request newsom california governor approve expedited major disaster declaration allow federal assistance areathe california governor office emergency service said declaration requested damage severe beyond combined capability state local government respondfema positioned supply 100000 meal 100000 litre water 20000 blanket 10000 cot shelter biden said thursday disaster recovery centre every impacted area including santa cruz merced survivor apply assistancebiden also pointed compounding effect natural disaster state seen wildfire severe multiyear drought recent year indicated scar left landscape intense blaze helped precipitate mudslide january stormssince became president weve spent 9 billion disaster assistance california extreme weather event theyve go nine billion week shown compounding effect disaster biden saidmeanwhile study issued thursday journal nature climate change predicted california state western u could see 31 percent increase precipitation similar coldseason storm future climate change go uncheckedone area california approximately 378km 235 mile north san francisco received 1213mm 4774 inch rain past three week aloneit could even worse study author ruby leung climate scientist u pacific northwest national lab told associated press news agency need start planning would able deal
Climate Crisis,photo deforestation famed drc reserve refugee troop inin picturesacrid smoke swirl amid buzzing dozen chainsaw majestic nyiragongo volcano scene devastation heart lush natural treasure democratic republic congo eastern regionin less two month 200 hectare 500 acre forest razed corner virunga national park ten thousand congolese fled clash rebel militaryto survive many resorted cutting tree firewood charcoal often paying levy militia group access africa oldest national park home spectacular specie wildlife including mountain gorillassince arrival displaced weve deforestation nyiragongo volcano zone extremely worrying park official methode uhoze saidthe new arrival forced home farther north advancing m23 militia resumed fighting november 2021 accusing congolese government failing honour agreement incorporate fighter armyfabrice 15 said fled fighting village rugari 30km 20 mile north provincial capital goma along border rwandahe leaf morning park make charcoal called makala sell two brother side roadits make living told afpa woman clandestine makala market main road goma asked name used said people cut tree pay tax militia including fdlr descendant rwandan hutu violent group carried 1994 tutsi genocide rwandabut another seller pointed congolese soldier carrying sack makala look even soldier making charcoal saidhigher slope volcano soldier militiaman jointly organised trafficking operation park crossing path even rival roadblock ease afp team watchedjust month ago area still authority virunga park official day ranger call various militia first alert venturing bid avoid harassment worsein december 2022 two ranger killed another wounded suspected militiamenfdlr fighter even sold plot land saying end park said mugisha young man making charcoal help support family fleeing m23 rugariwe know problem cutting tree park hungry said byikusenge ndibeshe another young man lugging load wood back hiked back volcanowed like return home touch park saidbut despite signing ceasefire deal region government last november m23 continued clash rival armed group conquered swath territory north kivu province advanced towards gomatens thousand refugee also fled rwanda drc accuses backing tutsiled m23 though kigali denies chargeearlier month rwandan president paul kagame said country would longer accept people escaping violence next door stoking tension two country
Climate Crisis,un chief blast big oil peddling big lie climatefailure act climate emergency mean part planet uninhabitable many death sentence antonio guterres warns big oil company ignored science danger climate change peddled big lie decade safety burning fossil fuel united nation chief saidspeaking world economic forum wednesday un secretarygeneral antonio guterres delivered sobering message elite gathering world leader corporate executive swiss ski resort davosthe world sorry state myriad interlinked challenge including climate change russia war ukraine piling like car chain reaction crash amid gravest level geopolitical division mistrust generation said guterreshe singled climate change existential challenge said global commitment limit earth temperature rise 15 degree celsius 27 fahrenheit nearly going smokeevery week brings another climate horror story greenhouse gas record level growing without action going 28c increase consequence know would devastatingseveral part planet uninhabitable many death sentenceguterres one outspoken world figure climate change referenced recent study found scientist exxon mobil made remarkably accurate prediction effect climate change far back 1970s even company publicly doubted global warming realthe science clear decade im talking un scientist im talking even fossil fuel scientist guterres saidwe learned last week certain fossil fuel producer fully aware 1970s core product baking planet like tobacco industry rode roughshod sciencesome big oil peddled big lie like tobacco industry responsible must held accountexxon mobil disputed report finding
Climate Crisis,greenland temperature hottest 1000 year studya new study greenland ice core indicates rising temperature bear clear signature global warmingnew data revealed temperature greenland warmest 1000 year underscoring growing impact humandriven climate change natural worlda study published scientific journal nature wednesday found temperature risen 15 degree celsius 27 degree fahrenheit 20thcentury average since 1995 data show greenland ice core sample taken deep within ice sheet glacier warmed substantiallywe keep seeing rising temperature 1990s 2011 said study lead author maria hoerhold glaciologist alfred wegener institute germany clear signature global warmingas fossil fuel consumption release carbon atmosphere warms planet scientist warned government yet make change needed avert worst repercussion global warmingin november united nation report found many world famous glacier could disappear 2050 planet warms 18600 glacier organisation monitor across 50 world heritage site onethird expected vanish midcenturyanother study found twothirds world glacier expected disappear 2100greenlands ice core reveal information longterm temperature change take time analyse data core last updated 1995 previously suggested greenland warming quickly rest arctic regionhowever newly analysed core taken 2011 show sharp rise last 15 yearsthis important finding corroborates suspicion missing warming ice core due fact core end strong warming set said climate scientist martin stendel danish meteorological institute involved researchhoerhold said natural weather variability undulation caused occasional weather system called greenland blocking previously hidden toll humancaused climate changebut 1990s change became large ignore past data showed greenland warming lower pace rest arctic warming four time faster global average greenland appears catching upthe ice core used create chart approximating temperature greenland 1000year timeframe stretching year 1000 2011for first 800 year temperature slowly cooled edged dramatic spike 1990s hoerhold said almost zero chance post1995 spike attributable factor climate changeanother set ice core taken 2019 hoerhold said still studiedthe study also revealed water released greenland ice melt contributing rising sea levelswe concerned north greenland warming said danish meteorological institute ice scientist jason box region dozen sleeping giant form wide tidewater glacier ice stream
Climate Crisis,police carry greta thunberg away german coal mine protestin picturespolice western germany carried swedish climate activist greta thunberg protester away edge open coal pit mine demonstrated ongoing destruction village make way mine expansion german news agency dpa reportedthunberg among hundred people resumed antimining protest multiple location western german state north rhinewestphalia day last two climate activist holed tunnel beneath village luetzerath left sitethe german government reached deal energy company rwe last year allowing destroy village return ending coal use 2030 rather 2038 argue coal needed ensure germany energy security squeezed cut supply russian gas due war ukrainebut environmentalist say bulldozing luetzerath result vast greenhouse gas emission germany expected miss ambitious climate target second year row
Climate Crisis,california resident struggle recover week stormsresidents grapple effect three straight week severe weather mudslide rescue effort continueashley harper hoped ring new year surrounded friend family home northern california town soquel along united state west coastbut successive storm blanketed state heavy rainfall harper started worry normally peaceful creek next house started swelli woke one day thought wow creek high rising quick told al jazeerasoon fence bordering property collapsed within 20 minute entire backyard filled water scramble leave lost car floodwaters building property remain filled mud sludge day persistent rain forced evacuate three timesharper one million resident california continue grapple effect historic storm system dropped record amount rain place like los angeles san francisconow three straight week narrow intense storm known atmospheric river cleanup effort across state begun heavy wind torrential rain left road buckled power line downed many area remain vulnerable flood landslidesexperts warn storm could ultimately cost state billion damage u president joe biden plan visit state thursday issuing emergency declaration last weekluckily sunny today supposed rain harper told al jazeera tuesday phone still trying get thing back together weve clear everything reached floor garage last friday another building full mud barely open doorand clearing home beginning harper family still sort flood insurance catch job find place move massive heap mud spread across propertywhat sludge asked harper thankfully safe cleanup messabout 150km 93 mile north los angeles coastal city santa barbara received nearly 90 percent yearly rainfall average less two week thousand people evacuated due risk landslide neighbourhood inundated waistdeep waterswhile weather expected moderate county official urging resident continue exercising cautionall evacuation order lifted still area road access issue said kelsey buttitta spokesperson county lot road covered mud rock going take time get thing moving againthe hazardous condition led number dramatic rescue effort scott safechuck spokesperson santa barbara county fire department said 100 water rescue taken place last several week resident pulled home vehicle trapped rising waterson monday emergency responder rescued two people flipped kayak coast amid turbulent ocean conditionsone person exhausted clearly overwhelmed time rescue swimmer reached said safechuck time extreme weather important think thing something might usually routine become dangerouscalifornia highway patrol officer chris murphy saw firsthand routine trip could turn lifethreatening event friday serving santa cruz area south san francisco bay emergency dispatcher alerted report motorist stuck ditchit pretty active week power line tree mudslide murphy recalled found wondering urgency car ditch passenger climb outwhen got clearly ditch deep ravine water flowing direction said estimate drop 305 metre 100ft straight vehicle teetering edgethree people stuck inside murphy feared car might come loose rolling side landing roof bottom ravine belief unpredictable weather responsible predicament driver familiar mountain road going high speedthe rain heavy might obstructed vision murphy said opened car door found driver state panic still vehicle drive foot brake frozen solid afraid move want car risk rolling forwardafter calming driver instructed slowly lift foot brake satisfied car going fall murphy helped driver passenger safety encourages driver aware surroundings week aheadthere lot roadway still arent opened theyre still trying clean murphy said pointing ongoing issue sinkhole hazard going pretty lengthy fix roadway especially area washed usually pretty mountainousmembers vcso tactical response team airlifted matilija canyon flooding cut access road leaving resident unable evacuate deputy able help resident airlift evacuee safety pictwittercomf8yvc1cpyx ventura county sheriff venturasheriff january 12 2023mudslides continue threaten state well commuter tuesday forced evacuate westbound train passing nile canyon east san francisco bay area 305metre 100ft mudslide blocked tracksjust one day earlier 40km 30 mile north berkeley hill another mudslide pushed park hill neighbourhood forcing evacuationsberkeley city councilperson susan wengraf received call 730 morning city manager alerting unfolding arrived otherwise quiet culdesac middlefield road discovered wall mud 3 metre 10ft high resting northern end onestory ranchstyle housethe mud broken wall dining room kitchen spoke resident wengraf learned morning started like otherthe homeowner said went kitchen make coffee sensed room darker usually looked north saw whole wall broken mud right hadnt heard anything told wengraf hadnt felt shaking complete surprisethey pretty much shock wengraf said homeowner wife city berkeley redtag house preventing couple going back insideas last night still considered active slide water clearly still moving hillside wengraf explainedalan kropp geotechnical engineer volunteered scene said occurred special kind landslide called debris flow occur landscape become inundated water flow rather slide carrying rock tree debrisive seen several thousand landslide time kropp said nod 50someyear careerbut debris flow unfortunately dangerous theyre fluid thats called flow move quickly hit house there occupant unfortunately cause death time move fast often dont even chance get waywith california weather anticipated dry coming week kropp said possibility debris flow set diminish happen every 50 100 year given area explainedbut mean danger completely there still water hill slowly working way sometimes even dry weather kind bigger landslide kropp said take water get depth groundwengraf berkeley city council member told al jazeera takeaway nature win hope recent storm bring attention ongoing effect climate change across statejust tenure city councilperson ive dealt major earthquake major wildfire major mudslide almost biblical much natural disaster vulnerable said
Climate Crisis,greta thunberg detained german coal mine protestclimate activist greta thunberg carried away police rally near german village luetzerath slated demolitionswedish climate activist greta thunberg hauled away detained protest near german village razed make way coal mine expansionthunberg germany several day support demonstration demolition luetzerath become symbol resistance fossil fuelsimages showed activist dressed black picked police officer wearing helmet escorted waiting bus tuesdaya police spokeswoman said group activist custody broken away demonstration ran towards edge open pit official working identify protester custody decision would made later action takethe spokeswoman added activist formally arrestedon saturday thunberg joined thousand demonstrator largescale protest demolition hamlet marching front processionshe said shameful german government making deal compromise fossil fuel companieson monday last two climate activist occupying village stop demolished left selfbuilt underground tunnel marking end police operation evict themabout 300 activist occupied hamlet staking emptied building constructing position tree try prevent expansion adjacent garzweiler opencast coal mineluetzerath deserted time original inhabitant plan move forward expansion mine one largest europe operated energy firm rwepolice launched operation last week clear protest camp end operation came despite saturday demonstration attended thousand protester holding banner slogan including stop coal luetzerath livesprotest planner accused authority violence clash police participant resulted injury sidesrwe permission expansion mine compromise agreement signed government led social democrat chancellor olaf scholzunder deal agreed october luetzerath demolished five neighbouring village spared rwe also agreed stop producing electricity coal western germany 2030 eight year earlier previously plannedwith russia gas supply cut wake invasion ukraine germany fallen back coal firing closed plantsproponents say extension mine necessary secure germany future energy supply activist argue extracting coal mean germany miss target key paris agreement climate changeelsewhere western germany dozen climate activist glued main street germany western city cologne state government building dusseldorf near rommerskirchen group 120 activist also occupied coal railroad track neurath power plant according police energy company rwethose refused leave track carried away germany dpa news agency reported
Climate Crisis,honduran activist demand action killing water defenderspresident xiomara castro government must protect fighting environmental right critic saytocoa honduras killing two honduran water defender month sparked international outrage united nation calling investigation local questioning government commitment protecting environmental activistsaly dominguez 38 jairo bonilla 28 member guapinol water defender movement organising protect river controversial openpit iron oxide mining project carlos escaleras national park recent year several activist killed unclear circumstance amid community opposition minethe family dominguez bonilla say killed unidentified gunman week threat related activism reinaldo dominguez alys brother told al jazeera killing capped long process intimidationwe need action said funeral last week attended hundred resident public ministry need investigate put arrest warrant armed group say lament want actionupon taking office year ago honduran president xiomara castro promised undo decade corruption since 2009 coup husband former president manuel zelayashe promised end violence land water defender targeted hit squad linked corrupt business interest state security force year honduras one dangerous place world environmental activistsamong castro first move president freeing group imprisoned guapinol activist february 2022 soon afterwards government declared country free open pit mining said would cancel mining permit though activist say cancellation since thenin statement honduran human right secretariat condemned killing dominguez bonilla called transparent investigation representative castro government either declined al jazeeras request comment respond inquiriesmeanwhile activist questioning state commitment castro lofty promisesi cant believe everything castro say daniel marquez one guapinol environmentalist released last february told al jazeera interview last summer said going leave prison also said going eliminate mining concession government hasnt done promisedhonduran police said dominguez bonilla died robbery gone wrong family member say motorcycle personal belonging taken un special rapporteur last week called independent probe death must take account possibility retaliated work defending human rightsthe mining company resisted inversiones los pinares coowned lenir perez one powerful business magnate countrypinares respond al jazeeras request comment long argued practice environmentally responsible mining bringing job development impoverished region perez said past opposition iron oxide mine driven leftwing group financed actor outside regionmeanwhile land water defender continue face threat violence hondurasin december activist mauricio esquivel member local farm cooperative occupying corporate palm plantation found dead village quebrada de arena kilometre dominguez bonilla killed resident told al jazeeraesquivels killing came month threat local armed group according member cooperative spoke al jazeera said still faith castro government maintained deep distrust towards police military forceswe cant go cooperative fear well killed one member told al jazeera condition anonymityearlier december indigenous lenca leader nery gonzalez victim apparent assassination attempt suffering bullet wound head organising community displacement wealthy landowner november police military force evicted member afrohonduran garifuna community ancestral village punta gordaaccording esly banegas activist tocoa many area land water across honduras threat corrupt business interest unified struggle neededthis human right life risk honduras banegas told al jazeera facing monster look destroy defence one opposes death project theyre bringing
Climate Crisis,ninth severe storm batter california major disastergovernor gavin newsom sign executive order help relief effort state endures three week stormsas west coast united state withstands ninth major storm three week california governor gavin newsom signed new executive order bolster emergency response state contends widespread flooding mudslidesin statement monday newsoms office said onslaught atmospheric river relatively intense narrow band moisture bring heavy precipitation strong gust resulted least 20 fatality forced evacuation ten thousand residentsthe latest executive order come two day u president joe biden declared situation california major disaster ordered additional federal aid waterlogged statethe white house said late monday president would travel floodhit area california thursday tour community impacted devastation recent storm survey recovery effort assess additional federal support neededcleanup effort underway california continues endure effect storm flood warning evacuation order still effect area including monterey county region famous rugged coastline scenic cliffhugging highwayslingering shower expected midweek according governor officeeven 6 inch 15cm fastmoving flood water knock foot national weather service warned monday depth 2 foot 60cm float carpowerful storm weekend flipped bigrig truck travelling across san franciscos iconic golden gate bridge saturday led road buckling crumbling across statehappening sdlifeguards copter 2 searching victim sd river near 4700 pacific hwy far 5 victim water two possibly still rescue pictwittercomtaonvktnd1 sdfd sdfd january 16 2023in san diego county close state border mexico los angeles time reported least nine people rescued fastmoving water resulting continuous rainfalland even precipitation tapered monday part state loose soil brittle yearslong drought saturated three straight week rain continues pose threatmudslides forced 10 home berkeley hill northern california evacuated monday morning southern california rock mud debris poured onto state highway los angeles ventura county forcing delay area already stalled collapsing hillside weekendhigh sierra nevada mountain form state eastern rim central sierra snow lab run university california berkeley report research station received 126cm 496 inch snow since friday falling mondaythe lab previously documented snowpack around research centre approximately 3 metre 10 foot deep saturdaythe national weather service issued winter storm warning mountain tuesday predicting snowfall happen mondaytravel extremely difficult impossible plan travel consider alternate strategy agency bureau hanford tweetedwhiteout condition mountain previously forced closure interstate 80 major eastwest artery weekend traffic sierra nevada resumed monday car required use tyre chain navigate snow iceother road remain closed due heavy snow avalanche control state transportation authority caltrans tweetedwhile nearby santa cruz monterey county continued face flood warning city san francisco municipality north east san francisco bay area started see drier condition monday soggy morningthe overnight rainfall san francisco pushed total precipitation since october 516mm 203 inch surpassing yearly average matter month according national weather servicefederal disaster relief available hardhit county like santa cruz sacramento merced small agricultural town planada largely submerged floodwatersall underwater local activist alicia rodriguez told merced sunstar newspaper made visit residential neighbourhood last week resident telling 4 foot 12 metre placesmondays executive order governor office called state agency waive fee resident seeking replace vital record like birth certificate provides resource health care facility remain open severe weatherthe california national guard reported sunday 649th engineer company removed 1800 cubic yard 1376 cubic metre debris san ysidro creek alone enough cover entire football field 12 inch 30cm debrisand theyre getting started national guard said tweetmeteorologists continue monitor developing storm pacific ocean see become 10th atmospheric river expected make landfall wednesday
Sports,fan death crowd trouble mar caf cl game morocco tunisiamoroccan authority open investigation fan dy crush outside stadium raja casablanca v al ahly matchcasablanca authority opened investigation fan died outside gate stade mohammed v raja casablanca football match al ahly caf champion league quarterfinalsmoroccan medium reported fan 29yearold woman died crush saturday thousand fan tried get stadium watch raja try overturn 20 deficit first leg egyptaziz el badrawy president alraja club athletic name behalf member club extends deepest condolence family fan noura passed away team match alahly moroccan club said statementmeanwhile another caf champion league quarterfinal esperance algeria j kabylie tunis saturday marred crowd trouble caused 40minute delay second halfesperance fan clashed tunisian security force lit firework terrace halftime tie rades stadium firefighter called extinguish several small fire front standsalgerian fan also complained subjected unjustified attack security forcesthe match ended 11 draw esperance progressed semifinal 21 aggregate 10 victory first legthey face al ahly two leg place final cairo club held raja 00 draw casablancarajas city rival wydad reigning champion face south africa mamelodi sundown semifinal next month n
Sports,fever pitch napoli brink first serie title since 1990for many neapolitan first title 33 year would symbolise much beloved football team winning leaguenaples italy street central naples quiet except low murmur tv radio tuned match juventus v napoli game entered stoppage time pall broken collective gasp followed eruption cheer whistle napoli scored make 10as napoli closed victory last weekend rumbling people jumping home could heard like train passing though citythe win mean league leader napoli beat local rival salernitana sunday secondplaced lazio fail beat inter milan day partenopei win serie third time history first since diego maradona led scudetto 1990napoli fan swarmed capodichino airport welcome player back naples juventus match many followed team bus moped car made way back stadium offering taste celebration would look like napoli win league sundayabsolutely astonishing view rear window napoli team bus 3am landed back naples beating juventus turinafter 33 year napoli next week crowned championsincredible troop motorbike following pictwittercomxkfbo1guzj tancredi palmeri tancredipalmeri april 24 2023in anticipation resident city filled nearly every street flag banner blue white plastic ribbon crisscross balcony repainted building wall team coloursbakeries selling blue white bread bar introduced blue drink pastry shop full cake adorned face napoli playersacross naples group people spontaneously erupt napoli chant city state tense anticipation huge celebrationsthe municipality already closed street nonurgent traffic designated celebration point across several city biggest squaresit situation year ago unimaginable napoli fan many neapolitan celebration symbolise much beloved football team winning championshipandrea bartolo 37yearold office worker spanish quarter neighbourhood told al jazeera pain followed maradona leaving club 1992 dark day followed including relegation forced start serie c1 club declared bankrupt 2004after maradona tragedy tragedy bartolo said people naples started become fan team terrible napoli team wasthis fall greatness particularly painful neapolitan two league title uefa cup triumph maradona brought footballing glory city also form defiance rebuke discrimination social economic problem region facednapoli targeted chant calling mount vesuvius erupt destroy city banner quoting italian eugenicist cesare lombroso believed southern italian born criminal recently atalanta fan spat crowd neapolitan called ethnic slursduring press conference maradona would speak discrimination napoli faced played northhe symbol south southern italy south world bartolo said singlehandedly fought northbartolo said first serie title three decade would vindication team city largely seen underdogits like small local store beat big company said would slap face would show actually capable great thing n movie producer aurelio de laurentiis bought club bankruptcy oversaw prudent investment smart recruitment cheap exceptional player hiring respected experienced coachesmeanwhile even playing third tier napoli retained backing large passionate fanbase breaking serie c attendance record 51000 fan one match often attracting higher attendance serie clubssuccessive promotion brought back italy top flight 201011 season challenging title qualified champion leaguethe progress continued napoli charismatic current coach luciano spalletti put emphasis attacking possessionbased footballnapolis nigerian striker victor osimhen far serie top scorer season 21 goal created rich partnership georgian winger khvicha kvaratskhelia signed 10 million euro 111m dinamo batumi nicknamed kvaradona skillset evokes memory argentinian legendnapoli already made history season reaching quarterfinal champion league first time although narrowly lost fellow italian giant ac milanin league blown away competition currently sit top incredible 17 point seven match remaining matter take titleumberto iannaccone 70yearold resident historic centre sits squat wooden chair middle shrine made napoli team nestled two historic building corner plastered blue white poster napoli player tiny cardboard cutout handwritten saying one poster maradona handwritten speech bubble saying mafiamany neapolitan still feel profound sense neglect mistreatment state city poverty rate three time national average crippling youth unemployment 50 percent entrenched organised crimealthough naples experienced tourism boom past five year average resident seen much effect daytoday life job opportunitiesgive u job give u school give u opportunity iannaccone saidthis feeling abandonment widespread among napoli fan also city whole reflected graffiti across city phrase like napoli italy brother northhanging balcony iannaccones street napoli flag made slight adjustment feature symbol kingdom two sicily prior italian unification 1861 southern italy fell understreet vendor local store alike frequently fly napoli flag featuring symbol way signify football northsouth divide connected football seen microcosm issue italian society face napoli southern team play northern team seen battle physical metaphorical termsfootball one way neapolitan able proud city identity escaping trouble everyday life 90 minutesits release emotion forget life little moment rosario 56yearold mechanic told al jazeerameanwhile iannaccone say becoming champion wont fix naples social political economic problem winning serie three decade would show napoli able survive thrive spite issueswhen napoli win unified one flag shake oppression discrimination endured year saidthe people dont much let enjoy little
Sports,qatar sheikh jassim submits final bid manchester unitedsheikh jassims bid offer undisclosed figure owner additional investment directly clubdoha qatar qatari businessman sheikh jassim bin hamad al thani submitted third final bid buy manchester united football club representative told al jazeerajassims bid submitted friday night 2100 gmt deadline set club current owner glazer family united stateswe confirm sheikh jassim submitted final bid mufc representative told al jazeera saturdayjassim chairman leading qatari bank son former qatari prime ministerthe lifelong united fan debtfree bid first submitted february seek full ownership clubhis representative said addition offering undisclosed figure buy club money would go seller jassims proposal also includes plan invest significant amount additional capital infrastructure investment club directly sellersbritish billionaire jim ratcliffe party submit bid friday deadline according report british state broadcaster bbcratcliffe founder head ineos chemical conglomerate reportedly seeking 69 percent ownership club percentage owned glazersthe qatari businessman bid submitted nine two foundation promised rosy future club successful including investment football team training centre stadium wider infrastructure fan experience community club supportsby proposing take jassim plan return club former glory pitchjassims bid come surprise expert say aligns country ambition seen sporting powerhousehis interest manchester united suggests qatar embarking next stage ambition according ross griffin assistant professor qatar university whose research interest include portrayal arab world western medium relationship sport postcolonial societyqatars ambition sport breaking two branch saidthe first continue focus qatar hosting sporting event asian cup 2024 asian game 2030 potential purchase premier league football club would part second branchthe glazer announced plan sell club last november bidding process began february reportedly want sell 6 billion pound 75m record fee sport clubjassims representative said time seller make decision proceed bidding processthe glazer confirmed process close club change hand
Sports,man city thrash arsenal 41 premier league title showdownguardiolas manchester city take control premier league title race dominant win artetas arsenalkevin de bruyne scored twice manchester city beat league leader arsenal 41 take control premier league title racewhile defending champion remain second standing arsenal lead cut two point match wednesday evening city two game handa third league title many year sight manager pep guardiola whose team contention treble trophy including champion league fa cuparsenal proved match city game always looked likely major say determining would crowned championsmikel artetas team led way much season never recovered de bruynes seventhminute opener etihad stadiumaaron ramsdale produced string fine save keep arsenal game john stone headed second city firsthalf stoppage timeany hope unlikely comeback ended nine minute second half de bruyne scored second matchrob holding pulled one back arsenal 86th late change outcomeerling haaland completed rout make 41 stoppage timehaalands goal set new record 33 premier league goal 38game season took tally competition campaign 49it third time city beaten arsenal season including victory fa cup extends winning sequence londoner eight game
